Model Name,Matching Word,Downloads,created_at,last_modified,contains_paper,paper_code,paper_code_clean
openbmb/MiniCPM-S-1B-sft,code generation,606,2024-06-03 06:13:03+00:00,2024-06-03 06:13:03+00:00,True,[link](https://arxiv.org/pdf/2402.13516.pdf),https://arxiv.org/pdf/2402.13516
nvidia/Minitron-4B-Base,code generation,602,2024-07-19 20:14:37+00:00,2024-07-19 20:14:37+00:00,True,paper](https://arxiv.org/abs/2407.14679),https://arxiv.org/abs/2407.14679
Salesforce/codegen2-7B_P,codegen,597,2023-04-26 16:04:49+00:00,2023-04-26 16:04:49+00:00,True,Languages](https://arxiv.org/abs/2305.02309),https://arxiv.org/abs/2305.02309
GPT4All-Community/Phi-3.5-mini-instruct-GGUF,code generation,596,2024-08-22 23:15:47+00:00,2024-08-22 23:15:47+00:00,True,Report](https://arxiv.org/abs/2404.14219),https://arxiv.org/abs/2404.14219
QuantFactory/Hermes-3-Llama-3.1-8B-GGUF,code generation,585,2024-08-16 15:34:39+00:00,2024-08-16 15:34:39+00:00,True,Report**](https://arxiv.org/abs/2408.11857).,https://arxiv.org/abs/2408.11857
Qwen/Qwen2.5-Coder-1.5B-Instruct-GGUF,code generation,576,2024-09-18 13:58:16+00:00,2024-09-18 13:58:16+00:00,True,[Arxiv](https://arxiv.org/abs/2409.12186).,https://arxiv.org/abs/2409.12186
CohereForAI/c4ai-command-r-v01-4bit,code-generation,573,2024-03-14 13:57:46+00:00,2024-03-14 13:57:46+00:00,False,,
m-a-p/OpenCodeInterpreter-DS-1.3B,code generation,569,2024-02-26 06:31:38+00:00,2024-02-26 06:31:38+00:00,True,"Execution""](https://arxiv.org/abs/2402.14658)",https://arxiv.org/abs/2402.14658
unsloth/Hermes-3-Llama-3.1-8B-bnb-4bit,code generation,557,2024-09-02 21:44:04+00:00,2024-09-02 21:44:04+00:00,True,Report**](https://arxiv.org/abs/2408.11857).,https://arxiv.org/abs/2408.11857
hermes42/Phi-3-medium-128k-instruct-imatrix-GGUF,code generation,550,2024-05-22 11:03:38+00:00,2024-05-22 11:03:38+00:00,False,,
SillyTilly/c4ai-command-r-08-2024,code-generation,544,2024-08-30 18:17:08+00:00,2024-08-30 18:17:08+00:00,False,,
bartowski/AlchemistCoder-DS-6.7B-GGUF,code generation,534,2024-05-30 13:39:45+00:00,2024-05-30 13:39:45+00:00,False,,
Qwen/Qwen2.5-Coder-1.5B,code generation,533,2024-09-18 09:41:38+00:00,2024-09-18 09:41:38+00:00,True,[Arxiv](https://arxiv.org/abs/2409.12186).,https://arxiv.org/abs/2409.12186
RichardErkhov/NousResearch_-_Hermes-3-Llama-3.1-8B-gguf,code generation,531,2024-08-16 22:52:00+00:00,2024-08-16 22:52:00+00:00,False,,
TheBloke/CodeFuse-CodeLlama-34B-GGUF,code-generation,530,2023-09-14 21:54:08+00:00,2023-09-14 21:54:08+00:00,False,,
ibm-granite/granite-3b-code-instruct-128k,code generation,525,2024-07-12 05:02:47+00:00,2024-07-12 05:02:47+00:00,True,Context](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
TheBloke/Code-33B-GGUF,code generation,522,2023-12-12 18:28:59+00:00,2023-12-12 18:28:59+00:00,False,,
RichardErkhov/tokyotech-llm_-_Llama-3-Swallow-8B-v0.1-gguf,code generation,520,2024-08-21 04:40:14+00:00,2024-08-21 04:40:14+00:00,True,Corpus](https://arxiv.org/abs/2404.17733),https://arxiv.org/abs/2404.17733
Qwen/Qwen2.5-Coder-7B,code generation,519,2024-09-16 11:57:24+00:00,2024-09-16 11:57:24+00:00,True,[Arxiv](https://arxiv.org/abs/2409.12186).,https://arxiv.org/abs/2409.12186
WizardLMTeam/WizardCoder-33B-V1.1,code generation,511,2024-01-04 09:15:02+00:00,2024-01-04 09:15:02+00:00,True,"href=""https://arxiv.org/abs/2304.12244""",https://arxiv.org/abs/2304.12244
RichardErkhov/ibm-granite_-_granite-20b-code-base-8k-gguf,code generation,512,2024-09-15 20:49:43+00:00,2024-09-15 20:49:43+00:00,True,Intelligence](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
QuantFactory/Llama-3.1-Minitron-4B-Depth-Base-GGUF,code generation,510,2024-08-22 02:27:06+00:00,2024-08-22 02:27:06+00:00,True,Understanding](https://arxiv.org/abs/2009.03300):,https://arxiv.org/abs/2009.03300
SparseLLM/prosparse-llama-2-7b,code generation,498,2024-02-19 06:52:21+00:00,2024-02-19 06:52:21+00:00,True,[link](https://arxiv.org/pdf/2402.13516.pdf),https://arxiv.org/pdf/2402.13516
TheBloke/Code-13B-GGUF,code generation,484,2023-12-08 20:31:05+00:00,2023-12-08 20:31:05+00:00,False,,
RichardErkhov/Kukedlc_-_NeuralExperiment-7b-MagicCoder-v7.5-gguf,code generation,481,2024-09-11 14:46:20+00:00,2024-09-11 14:46:20+00:00,False,,
ibm-granite/granite-3b-code-base-128k,code generation,480,2024-06-29 01:24:38+00:00,2024-06-29 01:24:38+00:00,True,Context](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
Salesforce/codegen2-3_7B_P,codegen,475,2023-04-25 02:08:59+00:00,2023-04-25 02:08:59+00:00,True,Languages](https://arxiv.org/abs/2305.02309),https://arxiv.org/abs/2305.02309
Qwen/Qwen2.5-Coder-1.5B-Instruct,code generation,475,2024-09-18 09:41:47+00:00,2024-09-18 09:41:47+00:00,True,[Arxiv](https://arxiv.org/abs/2409.12186).,https://arxiv.org/abs/2409.12186
ibm-granite/granite-8b-code-base-128k,code generation,472,2024-06-29 01:34:19+00:00,2024-06-29 01:34:19+00:00,True,Context](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
crusoeai/Arcee-Agent-GGUF,code generation,469,2024-07-02 19:39:23+00:00,2024-07-02 19:39:23+00:00,True,[Spectrum](https://arxiv.org/abs/2406.06623).,https://arxiv.org/abs/2406.06623
lmstudio-community/codegemma-7b-it-GGUF,code generation,464,2024-04-09 14:56:41+00:00,2024-04-09 14:56:41+00:00,False,,
numind/NuExtract-large,code generation,463,2024-06-19 13:17:59+00:00,2024-06-19 13:17:59+00:00,False,,
ClueAI/ChatYuan-large-v2,code generation,450,2023-03-23 06:07:13+00:00,2023-03-23 06:07:13+00:00,False,,
NexaAIDev/gemma-2-2b-it-GGUF,code generation,450,2024-07-31 21:16:38+00:00,2024-07-31 21:16:38+00:00,False,,
Salesforce/instructcodet5p-16b,code generation,445,2023-05-16 13:28:22+00:00,2023-05-16 13:28:22+00:00,True,Generation](https://arxiv.org/pdf/2305.07922.pdf),https://arxiv.org/pdf/2305.07922
RichardErkhov/Locutusque_-_NeuralHyperion-2.0-Mistral-7B-gguf,code generation,445,2024-09-12 15:02:44+00:00,2024-09-12 15:02:44+00:00,False,,
LoneStriker/OpenCodeInterpreter-DS-33B-GGUF,code generation,433,2024-02-24 15:19:19+00:00,2024-02-24 15:19:19+00:00,True,"Execution""](https://arxiv.org/abs/2402.14658)",https://arxiv.org/abs/2402.14658
nvidia/Minitron-8B-Base,code generation,433,2024-07-19 20:12:11+00:00,2024-07-19 20:12:11+00:00,True,paper](https://arxiv.org/abs/2407.14679),https://arxiv.org/abs/2407.14679
RichardErkhov/Locutusque_-_Hercules-4.0-Yi-34B-gguf,code generation,431,2024-09-15 08:46:56+00:00,2024-09-15 08:46:56+00:00,False,,
YurtsAI/yurts-python-code-gen-30-sparse,code generation,429,2022-10-24 22:22:16+00:00,2022-10-24 22:22:16+00:00,False,,
TheBloke/phi-2-electrical-engineering-GGUF,code generation,428,2024-01-13 20:47:34+00:00,2024-01-13 20:47:34+00:00,False,,
RichardErkhov/Locutusque_-_Hyperion-2.0-Mistral-7B-gguf,code generation,429,2024-09-12 06:12:30+00:00,2024-09-12 06:12:30+00:00,False,,
RichardErkhov/ibm-granite_-_granite-8b-code-instruct-128k-gguf,code generation,425,2024-08-22 21:46:09+00:00,2024-08-22 21:46:09+00:00,True,Context](https://arxiv.org/abs/2407.13739),https://arxiv.org/abs/2407.13739
RichardErkhov/ibm-granite_-_granite-34b-code-base-8k-gguf,code generation,425,2024-09-15 21:56:13+00:00,2024-09-15 21:56:13+00:00,True,Intelligence](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
alpindale/c4ai-command-r-plus-GPTQ,code-generation,422,2024-04-05 03:08:15+00:00,2024-04-05 03:08:15+00:00,False,,
lmstudio-community/codegemma-1.1-7b-it-GGUF,code generation,420,2024-05-04 22:25:17+00:00,2024-05-04 22:25:17+00:00,False,,
neulab/codebert-cpp,code generation,419,2022-09-26 13:50:02+00:00,2022-09-26 13:50:02+00:00,True,"{https://arxiv.org/abs/2302.05527},",https://arxiv.org/abs/2302.05527
QuantFactory/Phi-3-mini-4k-instruct-GGUF,code generation,414,2024-04-23 16:31:47+00:00,2024-04-23 16:31:47+00:00,False,,
Salesforce/codegen25-7b-mono_P,codegen,410,2023-07-06 07:34:35+00:00,2023-07-06 07:34:35+00:00,True,"[CodeGen2](https://arxiv.org/abs/2305.02309),",https://arxiv.org/abs/2305.02309
thennal/whisper-medium-ml,code gen,409,2022-12-12 19:56:15+00:00,2022-12-12 19:56:15+00:00,False,,
QuantFactory/codegeex4-all-9b-GGUF,code generation,401,2024-07-11 14:45:16+00:00,2024-07-11 14:45:16+00:00,False,,
QuantFactory/Minitron-8B-Base-GGUF,code generation,389,2024-08-24 07:02:39+00:00,2024-08-24 07:02:39+00:00,True,paper](https://arxiv.org/abs/2407.14679),https://arxiv.org/abs/2407.14679
SparseLLM/prosparse-llama-2-13b,code generation,386,2024-02-19 06:52:50+00:00,2024-02-19 06:52:50+00:00,True,[link](https://arxiv.org/pdf/2402.13516.pdf),https://arxiv.org/pdf/2402.13516
Qwen/CodeQwen1.5-7B-Chat-AWQ,code generation,385,2024-04-15 11:42:58+00:00,2024-04-15 11:42:58+00:00,False,,
RichardErkhov/Locutusque_-_Hyperion-3.0-Mistral-7B-DPO-gguf,code generation,380,2024-09-14 18:33:46+00:00,2024-09-14 18:33:46+00:00,False,,
qwp4w3hyb/Phi-3-medium-128k-instruct-iMat-GGUF,code generation,376,2024-05-21 18:05:39+00:00,2024-05-21 18:05:39+00:00,False,,
SenseLLM/ReflectionCoder-DS-6.7B,code generation,376,2024-05-28 03:30:22+00:00,2024-05-28 03:30:22+00:00,True,"href=""https://arxiv.org/abs/2405.17057"">📄",https://arxiv.org/abs/2405.17057
QuantFactory/Minitron-4B-Base-GGUF,code generation,373,2024-08-24 06:00:55+00:00,2024-08-24 06:00:55+00:00,True,paper](https://arxiv.org/abs/2407.14679),https://arxiv.org/abs/2407.14679
WisdomShell/CodeShell-7B,code generation,372,2023-10-05 16:31:11+00:00,2023-10-05 16:31:11+00:00,False,,
unsloth/Hermes-3-Llama-3.1-70B-bnb-4bit,code generation,368,2024-09-03 03:32:24+00:00,2024-09-03 03:32:24+00:00,True,Report**](https://arxiv.org/abs/2408.11857).,https://arxiv.org/abs/2408.11857
Salesforce/codegen25-7b-multi_P,codegen,362,2023-07-06 20:09:50+00:00,2023-07-06 20:09:50+00:00,True,"[CodeGen2](https://arxiv.org/abs/2305.02309),",https://arxiv.org/abs/2305.02309
SenseLLM/ReflectionCoder-DS-33B,code generation,362,2024-05-28 03:33:23+00:00,2024-05-28 03:33:23+00:00,True,"href=""https://arxiv.org/abs/2405.17057"">📄",https://arxiv.org/abs/2405.17057
RichardErkhov/Locutusque_-_Hyperion-3.0-Mistral-7B-alpha-gguf,code generation,358,2024-09-13 17:43:13+00:00,2024-09-13 17:43:13+00:00,False,,
Finnish-NLP/Ahma-3B-Instruct,code generation,353,2024-07-10 10:58:25+00:00,2024-07-10 10:58:25+00:00,True,paper](https://arxiv.org/abs/2302.13971),https://arxiv.org/abs/2302.13971
QuantFactory/Athene-codegemma-2-7b-it-alpaca-v1.1-GGUF,code generation,351,2024-08-27 17:10:10+00:00,2024-08-27 17:10:10+00:00,False,,
RichardErkhov/ibm-granite_-_granite-3b-code-instruct-128k-gguf,code generation,351,2024-08-22 20:33:25+00:00,2024-08-22 20:33:25+00:00,True,Context](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
RichardErkhov/Locutusque_-_Hyperion-3.0-Yi-34B-gguf,code generation,349,2024-09-15 02:38:06+00:00,2024-09-15 02:38:06+00:00,False,,
QuantFactory/Dorna-Llama3-8B-Instruct-GGUF,code generation,348,2024-06-09 02:32:34+00:00,2024-06-09 02:32:34+00:00,False,,
SenseLLM/ReflectionCoder-CL-34B,code generation,341,2024-05-28 03:32:56+00:00,2024-05-28 03:32:56+00:00,True,"href=""https://arxiv.org/abs/2405.17057"">📄",https://arxiv.org/abs/2405.17057
RichardErkhov/smallcloudai_-_Refact-1_6B-fim-gguf,codegen,334,2024-08-26 19:56:33+00:00,2024-08-26 19:56:33+00:00,True,arxiv,
Locutusque/hyperion-small-preview,code generation,333,2024-02-24 08:54:44+00:00,2024-02-24 08:54:44+00:00,False,,
Salesforce/codegen-16B-mono,code generation,330,2022-04-13 00:52:21+00:00,2022-04-13 00:52:21+00:00,True,Synthesis](https://arxiv.org/abs/2203.13474),https://arxiv.org/abs/2203.13474
Salesforce/codet5p-16b,code generation,330,2023-05-17 02:23:58+00:00,2023-05-17 02:23:58+00:00,True,Generation](https://arxiv.org/pdf/2305.07922.pdf),https://arxiv.org/pdf/2305.07922
TheBloke/XwinCoder-34B-GGUF,code generation,321,2023-11-19 17:23:34+00:00,2023-11-19 17:23:34+00:00,False,,
bartowski/AlchemistCoder-L-7B-GGUF,code generation,320,2024-05-30 23:35:41+00:00,2024-05-30 23:35:41+00:00,False,,
RichardErkhov/budecosystem_-_code-millenials-34b-gguf,code generation,320,2024-08-30 17:25:47+00:00,2024-08-30 17:25:47+00:00,False,,
TheBloke/CodeUp-Llama-2-13B-Chat-HF-GGUF,code generation,317,2023-09-05 15:33:42+00:00,2023-09-05 15:33:42+00:00,True,[LoRA](https://arxiv.org/abs/2106.09685)),https://arxiv.org/abs/2106.09685
ibm/PowerMoE-3b,code generation,316,2024-08-14 18:44:21+00:00,2024-08-14 18:44:21+00:00,True,https://arxiv.org/abs/2408.13359,https://arxiv.org/abs/2408.13359
Salesforce/codet5-large-ntp-py,code generation,310,2022-07-06 06:31:57+00:00,2022-07-06 06:31:57+00:00,True,Generation](https://arxiv.org/pdf/2109.00859.pdf),https://arxiv.org/pdf/2109.00859
RichardErkhov/braindao_-_iq-code-evmind-v2-llama3-code-8b-instruct-gguf,code generation,309,2024-08-21 12:21:01+00:00,2024-08-21 12:21:01+00:00,False,,
RichardErkhov/m-a-p_-_OpenCodeInterpreter-DS-1.3B-gguf,code generation,308,2024-06-29 18:08:41+00:00,2024-06-29 18:08:41+00:00,True,"Execution""](https://arxiv.org/abs/2402.14658)",https://arxiv.org/abs/2402.14658
RichardErkhov/cognitivecomputations_-_dolphin-2.9-llama3-8b-1m-gguf,codegen,305,2024-08-20 00:18:30+00:00,2024-08-20 00:18:30+00:00,False,,
RichardErkhov/unsloth_-_Phi-3.5-mini-instruct-gguf,code generation,303,2024-08-25 01:46:34+00:00,2024-08-25 01:46:34+00:00,True,Report](https://arxiv.org/abs/2404.14219),https://arxiv.org/abs/2404.14219
RUCKBReasoning/TableLLM-7b,code generation,297,2024-02-06 12:07:20+00:00,2024-02-06 12:07:20+00:00,True,**[Paper](https://arxiv.org/abs/2403.19318)**,https://arxiv.org/abs/2403.19318
QuantFactory/CodeQwen1.5-7B-Chat-GGUF,code generation,296,2024-04-18 08:54:10+00:00,2024-04-18 08:54:10+00:00,False,,
RichardErkhov/Wanfq_-_FuseLLM-7B-gguf,code generation,295,2024-09-03 02:48:23+00:00,2024-09-03 02:48:23+00:00,True,"href=""https://arxiv.org/abs/2401.10491"">",https://arxiv.org/abs/2401.10491
MaziyarPanahi/calme-2.3-qwen2-72b,code generation,283,2024-08-06 05:58:01+00:00,2024-08-06 05:58:01+00:00,False,,
THUDM/codegeex2-6b,code generation,279,2023-07-19 08:25:26+00:00,2023-07-19 08:25:26+00:00,True,"href=""https://arxiv.org/abs/2303.17568""",https://arxiv.org/abs/2303.17568
microsoft/wavecoder-ultra-6.7b,code generation,278,2024-04-11 04:29:56+00:00,2024-04-11 04:29:56+00:00,True,"href=""https://arxiv.org/abs/2312.14187""><b>[📜",https://arxiv.org/abs/2312.14187
RichardErkhov/cognitivecomputations_-_dolphin-2.9.1-mixtral-1x22b-gguf,codegen,278,2024-07-19 00:33:04+00:00,2024-07-19 00:33:04+00:00,False,,
maddes8cht/syzymon-long_llama_3b_instruct-gguf,code generation,277,2023-11-26 21:33:10+00:00,2023-11-26 21:33:10+00:00,True,(FoT)](https://arxiv.org/abs/2307.03170),https://arxiv.org/abs/2307.03170
LoneStriker/OpenCodeInterpreter-DS-6.7B-GGUF,code generation,277,2024-02-24 14:56:01+00:00,2024-02-24 14:56:01+00:00,True,"Execution""](https://arxiv.org/abs/2402.14658)",https://arxiv.org/abs/2402.14658
RichardErkhov/ibm-granite_-_granite-3b-code-base-128k-gguf,code generation,272,2024-08-22 09:39:47+00:00,2024-08-22 09:39:47+00:00,True,Context](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
RichardErkhov/NousResearch_-_Hermes-3-Llama-3.1-70B-gguf,code generation,271,2024-09-08 10:21:10+00:00,2024-09-08 10:21:10+00:00,True,Report**](https://arxiv.org/abs/2408.11857).,https://arxiv.org/abs/2408.11857
TheBloke/Code-290k-13B-GGUF,code generation,266,2024-01-16 18:16:42+00:00,2024-01-16 18:16:42+00:00,False,,
lmstudio-community/wavecoder-ultra-6.7b-GGUF,code generation,266,2024-04-16 16:26:54+00:00,2024-04-16 16:26:54+00:00,True,[here](https://arxiv.org/abs/2312.14187),https://arxiv.org/abs/2312.14187
LoneStriker/Phi-3.5-mini-instruct-GGUF,code generation,266,2024-08-20 19:55:52+00:00,2024-08-20 19:55:52+00:00,True,Report](https://arxiv.org/abs/2404.14219),https://arxiv.org/abs/2404.14219
RichardErkhov/tokyotech-llm_-_Llama-3-Swallow-8B-Instruct-v0.1-gguf,code generation,266,2024-08-22 07:38:23+00:00,2024-08-22 07:38:23+00:00,False,,
LoneStriker/OpenCodeInterpreter-CL-7B-GGUF,code generation,264,2024-02-24 09:15:43+00:00,2024-02-24 09:15:43+00:00,True,"Execution""](https://arxiv.org/abs/2402.14658)",https://arxiv.org/abs/2402.14658
RichardErkhov/tuong-nguyen-prd_-_Phi-3.1-mini-128k-instruct-gguf,code generation,260,2024-08-25 09:37:15+00:00,2024-08-25 09:37:15+00:00,False,,
RichardErkhov/microsoft_-_Phi-3-medium-4k-instruct-gguf,code generation,258,2024-06-02 11:46:04+00:00,2024-06-02 11:46:04+00:00,False,,
TheBloke/XwinCoder-13B-GGUF,code generation,257,2023-11-19 16:47:36+00:00,2023-11-19 16:47:36+00:00,False,,
maddes8cht/syzymon-long_llama_3b_v1_1-gguf,code generation,254,2023-11-26 21:33:11+00:00,2023-11-26 21:33:11+00:00,True,(FoT)](https://arxiv.org/abs/2307.03170),https://arxiv.org/abs/2307.03170
RichardErkhov/MaziyarPanahi_-_calme-2.1-llama3.1-70b-gguf,code generation,254,2024-08-13 00:42:15+00:00,2024-08-13 00:42:15+00:00,False,,
RichardErkhov/artificialguybr_-_llama3-8b-redmond-code290k-gguf,code generation,251,2024-08-19 22:05:22+00:00,2024-08-19 22:05:22+00:00,False,,
RichardErkhov/ajibawa-2023_-_Code-Llama-3-8B-gguf,code generation,251,2024-08-20 19:29:22+00:00,2024-08-20 19:29:22+00:00,False,,
shailja/fine-tuned-codegen-2B-Verilog,code generation,250,2022-09-18 18:32:28+00:00,2022-09-18 18:32:28+00:00,True,Generation](https://arxiv.org/abs/2212.11140),https://arxiv.org/abs/2212.11140
LoneStriker/OpenCodeInterpreter-CL-13B-GGUF,code generation,249,2024-02-24 15:55:57+00:00,2024-02-24 15:55:57+00:00,True,"Execution""](https://arxiv.org/abs/2402.14658)",https://arxiv.org/abs/2402.14658
RichardErkhov/CodeGPTPlus_-_deepseek-coder-1.3b-typescript-gguf,code gen,247,2024-06-29 13:36:32+00:00,2024-06-29 13:36:32+00:00,False,,
RichardErkhov/MadMarx37_-_deepseek-coder-1.3b-python-peft-gguf,code generation,246,2024-06-30 02:18:46+00:00,2024-06-30 02:18:46+00:00,False,ArtifactAI/arxiv_python_research_code,
nvidia/Llama-3.1-Minitron-4B-Width-Base,code generation,246,2024-08-13 20:57:26+00:00,2024-08-13 20:57:26+00:00,True,report](https://arxiv.org/abs/2408.11796),https://arxiv.org/abs/2408.11796
RichardErkhov/mavihsrr_-_GetCode-slerp-gguf,codegen,245,2024-09-01 05:18:30+00:00,2024-09-01 05:18:30+00:00,False,,
RichardErkhov/microsoft_-_Phi-3-medium-128k-instruct-gguf,code generation,242,2024-06-02 18:35:45+00:00,2024-06-02 18:35:45+00:00,False,,
RichardErkhov/cognitivecomputations_-_dolphin-2.9.1-llama-3-70b-gguf,codegen,237,2024-07-19 00:12:14+00:00,2024-07-19 00:12:14+00:00,False,,
replit/replit-code-v1-3b,code generation,236,2023-04-28 19:00:45+00:00,2023-04-28 19:00:45+00:00,True,dataset](https://arxiv.org/abs/2211.15533).,https://arxiv.org/abs/2211.15533
Salesforce/codet5p-6b,code generation,236,2023-05-17 02:23:24+00:00,2023-05-17 02:23:24+00:00,True,Generation](https://arxiv.org/pdf/2305.07922.pdf),https://arxiv.org/pdf/2305.07922
LoneStriker/OpenCodeInterpreter-CL-70B-GGUF,code generation,236,2024-02-24 08:58:04+00:00,2024-02-24 08:58:04+00:00,True,"Execution""](https://arxiv.org/abs/2402.14658)",https://arxiv.org/abs/2402.14658
QuantFactory/granite-3b-code-base-128k-GGUF,code generation,236,2024-09-07 15:48:08+00:00,2024-09-07 15:48:08+00:00,True,Context](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
maddes8cht/mosaicml-mpt-30b-chat-gguf,codegen,235,2023-10-26 18:49:30+00:00,2023-10-26 18:49:30+00:00,True,"[FlashAttention](https://arxiv.org/pdf/2205.14135.pdf),",https://arxiv.org/pdf/2205.14135
TheBloke/yayi2-30B-llama-GGUF,code generation,233,2024-01-01 14:37:11+00:00,2024-01-01 14:37:11+00:00,True,2](https://arxiv.org/abs/2307.09288),https://arxiv.org/abs/2307.09288
arcee-ai/Arcee-Nova-GGUF,code generation,233,2024-07-17 18:42:25+00:00,2024-07-17 18:42:25+00:00,False,,
LiteLLMs/c4ai-command-r-plus-GGUF,code-generation,231,2024-04-18 00:50:43+00:00,2024-04-18 00:50:43+00:00,False,,
RichardErkhov/ibm-granite_-_granite-8b-code-base-gguf,code generation,231,2024-08-19 11:32:50+00:00,2024-08-19 11:32:50+00:00,True,Intelligence](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
lmstudio-community/codegemma-2b-GGUF,code generation,227,2024-04-09 15:28:58+00:00,2024-04-09 15:28:58+00:00,False,,
google/codegemma-1.1-2b,code generation,224,2024-04-30 21:32:55+00:00,2024-04-30 21:32:55+00:00,False,,
RichardErkhov/cognitivecomputations_-_dolphin-2.8-mistral-7b-v02-gguf,codegen,222,2024-05-11 02:07:35+00:00,2024-05-11 02:07:35+00:00,False,,
RichardErkhov/shahdishank_-_gemma-2b-it-finetune-python-codes-gguf,code generation,222,2024-08-19 07:10:03+00:00,2024-08-19 07:10:03+00:00,False,,
RichardErkhov/SenseLLM_-_ReflectionCoder-DS-33B-gguf,code generation,222,2024-09-16 15:08:11+00:00,2024-09-16 15:08:11+00:00,True,"href=""https://arxiv.org/abs/2405.17057"">📄",https://arxiv.org/abs/2405.17057
RichardErkhov/Finnish-NLP_-_Ahma-3B-Instruct-gguf,code generation,216,2024-08-22 18:34:01+00:00,2024-08-22 18:34:01+00:00,True,paper](https://arxiv.org/abs/2302.13971),https://arxiv.org/abs/2302.13971
RichardErkhov/ibm-granite_-_granite-3b-code-base-gguf,code generation,204,2024-08-19 17:38:48+00:00,2024-08-19 17:38:48+00:00,True,Intelligence](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
abacusai/Dracarys-Llama-3.1-70B-Instruct,code generation,197,2024-08-14 22:27:50+00:00,2024-08-14 22:27:50+00:00,False,,
RichardErkhov/Locutusque_-_Llama-3-Hercules-5.0-8B-gguf,code generation,195,2024-08-21 00:15:41+00:00,2024-08-21 00:15:41+00:00,False,,
maddes8cht/smallcloudai-Refact-1_6B-fim-gguf,codegen,192,2023-11-29 11:28:05+00:00,2023-11-29 11:28:05+00:00,True,arxiv,
LoneStriker/dolphin-2.9.1-llama-3-8b-4.0bpw-h6-exl2,codegen,192,2024-05-11 03:15:52+00:00,2024-05-11 03:15:52+00:00,False,,
LoupGarou/deepseek-coder-6.7b-instruct-pythagora-v3-gguf,code generation,191,2024-05-05 07:55:09+00:00,2024-05-05 07:55:09+00:00,False,,
RichardErkhov/Qwen_-_CodeQwen1.5-7B-Chat-gguf,code generation,189,2024-04-30 23:56:34+00:00,2024-04-30 23:56:34+00:00,False,,
maddes8cht/mosaicml-mpt-7b-8k-chat-gguf,codegen,188,2023-10-27 21:43:55+00:00,2023-10-27 21:43:55+00:00,True,"[FlashAttention](https://arxiv.org/pdf/2205.14135.pdf),",https://arxiv.org/pdf/2205.14135
lmstudio-community/codegemma-7b-GGUF,code generation,188,2024-04-09 17:53:11+00:00,2024-04-09 17:53:11+00:00,False,,
TheBloke/tulu-13B-GGUF,code generation,186,2023-09-19 21:52:01+00:00,2023-09-19 21:52:01+00:00,True,Resources](https://arxiv.org/abs/2306.04751).,https://arxiv.org/abs/2306.04751
RichardErkhov/Finnish-NLP_-_Ahma-3B-gguf,code generation,183,2024-08-19 02:14:03+00:00,2024-08-19 02:14:03+00:00,True,paper](https://arxiv.org/abs/2302.13971),https://arxiv.org/abs/2302.13971
QuantFactory/Qwen2.5-Coder-7B-GGUF,code generation,183,2024-09-19 05:21:50+00:00,2024-09-19 05:21:50+00:00,True,"[YaRN](https://arxiv.org/abs/2309.00071),",https://arxiv.org/abs/2309.00071
Xenova/codegen-350M-mono,codegen,180,2023-05-03 15:12:24+00:00,2023-05-03 15:12:24+00:00,False,,
RichardErkhov/tokyotech-llm_-_Llama-3-Swallow-70B-Instruct-v0.1-gguf,code generation,179,2024-09-07 05:16:12+00:00,2024-09-07 05:16:12+00:00,False,,
QuantFactory/Qwen2.5-Coder-7B-Instruct-GGUF,code generation,179,2024-09-19 06:10:06+00:00,2024-09-19 06:10:06+00:00,True,"[YaRN](https://arxiv.org/abs/2309.00071),",https://arxiv.org/abs/2309.00071
QuantFactory/granite-8b-code-instruct-128k-GGUF,code generation,175,2024-09-07 16:16:53+00:00,2024-09-07 16:16:53+00:00,True,Context](https://arxiv.org/abs/2407.13739),https://arxiv.org/abs/2407.13739
TheBloke/tulu-7B-GGUF,code generation,174,2023-09-20 02:43:32+00:00,2023-09-20 02:43:32+00:00,True,Resources](https://arxiv.org/abs/2306.04751).,https://arxiv.org/abs/2306.04751
QuantFactory/starcoder2-15b-instruct-v0.1-GGUF,code generation,173,2024-05-05 13:20:35+00:00,2024-05-05 13:20:35+00:00,False,,
RichardErkhov/google_-_codegemma-1.1-7b-it-gguf,code generation,172,2024-05-24 22:44:11+00:00,2024-05-24 22:44:11+00:00,False,,
ajibawa-2023/Code-Llama-3-8B,code generation,169,2024-05-07 05:06:40+00:00,2024-05-07 05:06:40+00:00,False,,
Finnish-NLP/Ahma-7B,code generation,166,2024-02-10 20:53:34+00:00,2024-02-10 20:53:34+00:00,True,paper](https://arxiv.org/abs/2302.13971),https://arxiv.org/abs/2302.13971
